carrier,weathertype,huboriginsize,origin,destination,distance,weatherspeed,gustsummary,isweekend,isholiday,taxiout,taxiin,scheduledelapsed,arrprevdelay,depvisibility,temperature,month,hour,depdelay
A,Clear,M,GMP,CJU,582.9332770563889,8.387699043550752,0,0,0,18.75107186619964,11.414353166795204,133.07214707691907,14.355954095165744,7.520389839143958,8.650492317918296,11,22,-8.34
A,Rain,L,PUS,ICN,483.67009863413466,23.868427588274255,0,1,0,17.15105372666488,10.393192305568396,49.156253767429206,-1.5619039214624502,9.517104275152818,11.57931407549504,8,20,-1.04
E,Clear,M,GMP,ICN,439.3110314964496,3.3614025187853596,0,0,0,17.735446695457192,7.591225730812752,90.42686202184063,-10.492073945064089,7.28124980046452,16.16607882838691,3,20,-0.16
B,Snow,L,ICN,GMP,309.0518219735999,26.34137613197714,0,0,0,22.029616123927372,7.832731898986598,122.86613390568613,4.183157655462544,7.201552051847881,38.0,10,5,-4.58
E,Clear,M,TAE,PUS,601.098400647082,4.812298173490043,1,1,0,24.320314767633473,4.670421416310289,86.52198233667802,9.89660631243506,6.9972660590473,0.2959871101521252,8,22,-4.54
B,Clear,L,GMP,ICN,990.8353898538714,11.994199266747785,0,0,0,19.105800005002447,7.9193999528146,102.50373714280232,-0.69181363336003,9.02289860437976,15.430764059664268,10,17,4.13
B,Clear,S,GMP,TAE,807.2147891732463,17.93575651186069,0,0,0,15.826071493882672,10.66532295479957,106.70908840278202,4.086237032700676,11.460749051609664,38.0,9,21,-1.9
B,Fog,L,PUS,PUS,812.6434185230673,28.856392973924077,0,0,0,22.45498718277257,7.138491915670942,127.75090670338574,3.219877411528198,2.450579675675262,15.751523252342777,12,11,30.34
A,Rain,L,GMP,TAE,415.34382339724095,19.156705098951942,0,0,0,21.468241515965214,11.71325144252588,146.82361347959417,-13.499783927990345,11.585785582993818,30.665849518498845,6,6,6.54
D,Fog,S,ICN,CJU,665.0002507113644,17.490008408140042,0,0,0,29.92833843992788,9.08240817462545,98.39709033812524,21.914568207537187,7.7789633002735235,7.944045708654937,5,6,21.23
A,Clear,M,TAE,CJU,830.1861599325207,11.826221300178176,0,1,0,11.500135158554937,8.941800973501314,109.50445381321144,15.840769804265118,10.377816992621709,22.35212542128551,10,11,-17.12
C,Snow,L,ICN,GMP,432.2409914129268,22.256223872052328,0,0,0,10.335241650151668,11.85762825931031,96.83020157779816,-5.438842418423838,9.664987166103783,29.5365531654687,11,18,27.42
A,Clear,M,PUS,ICN,733.3556030615655,7.51241498335836,1,0,0,18.504842663209125,9.13073490584492,156.50277313090177,4.850217879760275,9.78368545000045,30.678265906535856,9,18,6.49
C,Clear,L,ICN,GMP,556.7835913773865,2.1028340015239606,0,1,0,16.170037288291002,6.691287864955264,80.16392141960135,-3.086268949417331,8.2746727184078,14.38803673714404,11,10,-8.18
C,Clear,L,GMP,PUS,591.0687133519787,17.799310178092572,0,0,0,18.175291458802516,10.591834569961868,129.74977792931878,-21.818834056031477,11.639017122334137,21.58480358591544,9,17,-15.79
B,Clear,M,GMP,ICN,546.3384855317851,21.300990742585626,0,0,0,17.459197359980024,5.491492226395301,124.61924199696294,14.83774529901473,9.689597272443391,17.46199586599885,12,9,13.5
D,Rain,M,ICN,PUS,948.7613517127616,3.0370588000936887,0,1,0,18.17722037269336,4.338562459288682,152.0238317854032,-14.727233253047014,8.10588773313896,13.2893658002011,3,18,-4.79
E,Rain,M,PUS,PUS,569.6106962209726,27.47023846754915,0,0,0,6.794537083450491,10.453436989540675,92.0844185205605,-22.003824720255405,8.753828000148406,-3.7986486268564024,12,10,22.17
D,Clear,M,GMP,CJU,471.2699351259381,12.60943516361702,0,1,0,28.378382751170808,4.1461525262299395,82.15409601446785,12.21962910713167,5.454072343277682,17.201589409022294,12,9,-13.72
A,Clear,L,TAE,CJU,625.7269445594486,4.605502735703352,0,0,0,20.09592719310307,5.662362401732471,74.63716289637661,-21.935090793392536,8.237545587369658,7.657875264527394,4,19,-13.22
A,Fog,M,TAE,PUS,481.09329502381786,13.16757278278458,0,0,0,29.12146906981926,8.300713789251732,132.36530361826982,-2.526131767100808,11.880105415091464,31.92019042838508,8,8,4.76
A,Clear,M,CJU,ICN,538.7831927820611,12.721734402592212,0,1,0,24.022414622732637,7.6945928591361,156.3203038232611,15.356507005052002,8.219945417646136,5.490815227710371,9,7,-5.94
D,Snow,M,CJU,CJU,120.0,9.949718826025034,1,0,0,11.520788230434244,6.5446061140518506,79.88223511376285,-9.13417505325584,9.640994686628323,21.299276659237183,5,12,-16.12
E,Clear,L,GMP,GMP,695.5133652615315,23.330325569872997,0,0,0,21.92492578506433,7.989652399796228,67.5191046516545,-1.7796329432095868,6.674296865581132,15.137111859087495,4,11,18.88
A,Snow,M,TAE,CJU,504.675995268635,11.3353453563485,0,1,0,20.85406520850627,9.830279190151732,116.65149083827411,-9.8653443236144,11.762603972802204,30.1125630386075,8,5,-0.96
B,Clear,M,TAE,CJU,846.6271934832993,26.58412934618115,0,1,0,20.919287447216774,3.6361241685949146,115.31075983679794,36.041265942695965,9.600046795863555,19.913750640410132,12,22,20.07
D,Fog,L,CJU,TAE,592.6206037724542,8.906950147324089,0,0,0,26.72862204857191,2.203519217801144,108.27161650641813,-15.94445822334602,6.418795398456898,0.7144012106605224,6,16,9.32
B,Clear,M,ICN,CJU,468.03821668149817,10.533357747842576,1,0,0,11.29823402050831,8.848792753407574,121.81383064173912,-12.807295958384282,9.837615728011476,15.507831731045508,4,11,-25.33
E,Clear,M,ICN,GMP,516.1447895624093,7.817873029865349,0,1,0,28.29058103439934,6.016719699870985,112.63484253616208,15.204955678880095,11.060238099382913,12.544416154266438,10,17,5.8
D,Clear,S,ICN,TAE,600.2557059303507,6.434422331872547,0,0,0,17.77101793865945,8.580833746266649,135.57274928656165,10.55240751669047,9.977630896488485,13.995740641127911,3,8,-37.74
D,Rain,S,TAE,TAE,853.1610276169489,7.202955034144727,0,0,0,23.8879989287702,4.323809101996048,170.83392652453648,-4.603320593584472,9.842936149974058,18.69660848686243,3,8,-5.26
A,Clear,M,TAE,PUS,834.0969500013715,19.128939547095342,0,0,0,20.14706565854366,4.280722996831029,95.82002762851695,9.132400764089605,8.15411695507534,14.74847857283009,9,13,-12.47
A,Clear,M,PUS,CJU,567.2334155891514,26.589627673361132,0,0,0,8.714739020365318,11.187584219835838,133.05294914082126,12.008629052479751,,30.826475512617968,9,8,4.78
D,Fog,L,GMP,GMP,500.6506961486726,34.71205730302794,1,0,0,23.08597417593298,4.928924627789895,88.18206725967232,-19.670267599837302,5.336584097190925,20.404105997740253,1,9,33.18
D,Clear,M,ICN,TAE,1048.394193932318,18.041417177387128,1,0,0,10.590553942653951,6.80806231242781,149.8718538431862,16.279551318499475,11.302920103021028,6.306128524636936,3,12,-8.96
E,Rain,L,PUS,CJU,573.7386139931358,11.56293280118933,0,0,1,17.895030391198247,3.959714753412483,136.88439901924932,1.4977343874621207,9.557827164374698,13.64360183057866,7,8,-11.34
E,Fog,L,PUS,CJU,629.7980169829884,18.01474282817141,1,0,1,19.584372693315235,5.496200597738584,135.4939110241287,-8.862600775789593,6.882230778121361,-1.1288950409365233,1,14,7.57
D,Clear,M,CJU,GMP,973.6121581758746,22.39352967537406,0,1,0,15.203522563438128,6.627733611264513,97.36493631377996,-20.648037732457983,10.663144405581564,31.303846679586815,12,21,-4.03
B,Clear,S,TAE,CJU,414.1867088324017,14.577767035181042,0,0,0,18.57382194218488,4.940773821533945,139.50352364441557,9.294370448583347,8.832536577976564,13.53055140198776,11,14,-22.3
E,Clear,L,TAE,ICN,631.2633132697101,10.803651114937448,0,0,0,18.620707160711316,1.7777026532500209,50.66219114614527,-33.30579693706378,6.4695828808195985,27.78885643467579,12,8,5.85
D,Clear,L,TAE,PUS,639.2800759737083,31.920807782201333,0,1,0,17.525525100026467,9.019162805530703,115.97309561277328,-4.659289650173094,14.815202706315697,24.580847862244777,9,20,32.14
E,Clear,L,TAE,PUS,811.846332842923,26.24475596383783,0,0,0,17.981329024909652,11.392271459920083,216.35659501614563,13.432750644251222,8.666583152431699,20.2268540395063,9,10,2.71
B,Clear,L,GMP,CJU,891.531631770587,22.547169888877946,0,1,0,19.16134963043365,11.376253341870305,94.02950893039984,17.020775109438382,5.627484107159741,8.552448533651749,6,17,20.69
C,Rain,M,TAE,PUS,477.8857852641192,20.53285280906051,0,1,0,19.85377052498065,7.839504388336985,88.02453625896736,5.036777484197121,6.117317802112303,20.64576177787636,5,5,-4.23
D,Clear,M,ICN,PUS,323.3178855614775,19.51337869662063,0,0,1,17.736279424733294,9.245377740668086,152.24528300113647,-15.436072741247,4.921555537839577,-1.5722667786031548,5,6,-14.29
E,Clear,L,CJU,ICN,742.2258665430594,24.84758913178603,0,0,0,24.4900532044534,4.571517023338879,139.04840234417736,24.935284060523816,9.633844239358018,22.616151981576,2,14,3.08
A,Clear,L,CJU,PUS,426.7904911133987,26.74128769488151,0,0,0,17.071807738965273,7.7703837197212335,52.08670499350369,11.595812954290686,5.446716206854555,22.259791263616897,8,20,-8.26
C,Snow,M,TAE,TAE,510.90927326227006,18.4038140126211,0,0,0,12.108821883156034,7.626819188817201,137.38737626793207,7.253146278030783,4.738829553846807,22.02350219520634,4,21,4.42
E,Fog,L,TAE,TAE,678.3317646445701,21.640050314686484,0,0,0,13.956314930465869,5.671414378905331,99.4804698316434,3.8325905210616074,7.560930881716421,13.853453506035756,4,12,19.91
B,Clear,S,TAE,TAE,640.9996589265236,11.42256784032487,0,0,0,22.02861282778888,5.470688396751973,128.79591705793558,3.4131561042673155,12.090910855699414,15.933599055244834,12,17,-9.13
C,Rain,L,CJU,TAE,654.8493113565875,18.642153162699746,0,0,0,27.4900712653511,11.683392374384937,116.4657516204305,-17.51253411696905,8.685794896759187,1.3402811209828165,9,14,-0.42
C,Rain,S,GMP,GMP,547.407309719458,10.490167532529824,0,1,0,18.21111663029237,9.221267036966816,77.06181642572373,8.304322395425991,6.339131937804096,4.788619022273857,12,7,-0.23
E,Storm,M,PUS,PUS,497.2177320602228,18.96657248441505,0,1,0,24.90520583457437,9.355290840699016,95.20697815811596,0.7042873056433444,11.056703475117104,24.89049493682804,2,9,9.22
D,Fog,M,CJU,PUS,298.2719961675493,9.797138029828051,0,1,0,24.3289204979816,6.476574500853872,92.66618983612524,1.0332255974111944,7.220118981054654,35.235303388438695,2,6,-20.19
A,Storm,L,GMP,PUS,722.8222180313943,14.882837700880852,0,0,0,16.133004506862225,13.910259366532236,106.35192203229018,-16.774212837047823,9.918461881227753,16.684513107077965,4,5,3.75
C,Rain,L,PUS,PUS,759.7627069316557,11.403321501672837,0,0,0,23.65181758212144,5.997736929594985,110.5078822998308,-31.796973244482512,8.289038277719271,25.96552308927246,1,7,-6.47
B,Rain,L,TAE,GMP,509.46610789881805,16.57390774624412,0,1,0,28.410734688826672,12.92949632525626,102.14431399950412,-16.49096304299548,9.20217096355507,11.957735471180792,11,8,14.0
C,Storm,M,ICN,TAE,475.1170495647966,14.288688856652634,0,0,0,16.51942090976402,5.299210447053778,135.55344101586508,13.782664212154016,6.43142895670896,4.27845171292901,7,21,14.01
C,Clear,M,CJU,PUS,967.1893467542648,27.771139092422487,1,0,0,22.920126161955963,10.274810622739182,111.60651740318409,15.573657493610025,4.796727126819569,23.289933938979335,3,17,16.98
A,Fog,L,CJU,TAE,604.6385945850541,10.63498408034263,1,0,0,17.41581730122579,7.096286107689806,85.40753198872302,0.8287580189099878,7.721972781500106,31.94732035368172,4,10,6.59
B,Rain,L,CJU,TAE,516.2644403030052,15.243823804127029,1,0,0,20.143159351478452,6.662990065523386,67.8907721467262,8.046584505530841,9.662154917046983,17.80649154527326,10,6,15.71
C,Clear,L,GMP,GMP,794.1805061152338,31.57895722253132,0,0,0,18.22762830142921,4.572783468678888,100.45269210240367,12.529812712599153,1.272347301396037,18.241382088299513,3,5,11.3
B,Clear,L,GMP,GMP,946.8571088615594,4.921969906655409,1,1,0,16.639554587948567,3.65483183075224,111.9688539893092,-14.82459875535049,5.659149819675884,16.414603133475705,8,21,1.02
C,Snow,M,GMP,ICN,821.5164813986751,30.113403681798076,1,0,0,27.412683401973048,1.0,140.87807942891163,-5.038071739913184,6.041963231606175,10.948073996172685,7,17,45.39
C,Clear,M,ICN,CJU,642.66425069267,25.840544303901044,0,0,0,17.223948640889727,9.967183964122013,114.11024788963284,14.018047949581169,6.72818616991659,12.26177413020712,10,23,18.15
B,Storm,S,ICN,ICN,536.7905653311399,13.765076240889192,0,0,0,7.096800043398565,5.60746156533018,135.28636445281825,12.429689950684889,11.527407847291927,12.709306596609444,7,8,-2.36
B,Fog,M,TAE,PUS,558.2299835186789,32.87799609125651,0,0,0,25.98424667632714,7.605583777213343,102.66638407237971,5.87580778328145,4.196456010195302,36.49575645739013,5,16,17.2
A,Snow,S,CJU,TAE,560.9598348834973,17.8711412852967,0,1,0,18.38495841499129,8.717584683242707,86.53608148990041,12.355776247757628,5.460587955845884,10.535447818723384,12,11,16.56
A,Rain,M,PUS,CJU,378.4293212255784,27.15396288292886,0,0,0,19.70565283526358,7.379552128994474,95.24128994366632,4.266498355525171,7.556406796067427,30.331349522951715,12,6,-8.21
B,Snow,L,TAE,CJU,528.0220205048395,27.74075163637326,0,0,0,21.047268397027377,9.208701285940942,165.9964115051434,4.670226490236909,5.5642003113767755,7.269002986554042,4,20,17.21
C,Clear,M,ICN,CJU,878.4684572841077,17.3116876456018,0,1,0,19.743735304348977,9.841807706095713,95.05155071218412,13.687680463008688,5.624340419709429,18.410955281590716,12,5,32.15
E,Clear,M,ICN,TAE,527.7370523471976,20.389205815725237,0,0,0,18.304138011407105,6.477150377028892,146.8489976125288,-16.619545172335936,7.899004890628009,24.179365934193083,6,7,-3.88
B,Fog,M,TAE,CJU,581.2250624167477,8.215555178956464,0,0,1,18.387011363567293,7.391380167871829,93.4177955022908,8.93085897479047,8.65716267781125,27.902185581322485,8,8,-14.23
D,Rain,S,TAE,GMP,918.3223660609324,18.799345138754493,0,1,0,17.739206951289884,8.297804458836149,142.70521903320372,-31.99236264141341,8.044821749241743,-3.8608804745580247,10,21,0.78
B,Storm,M,GMP,GMP,717.4347889123892,22.754948402057,0,0,0,36.03556785156581,5.3185071090467,133.05777292437486,-5.545543955523884,7.71895966685952,24.355466714739137,7,12,34.59
D,Clear,S,ICN,TAE,792.6372824540101,9.236288155910222,1,0,0,20.546079225165276,11.442578193344165,121.91592787314325,-5.92358971666417,8.043487024892622,3.2164115254616488,3,18,-9.48
B,Fog,L,PUS,ICN,754.8966072353378,18.271480271466196,0,0,0,26.46899531048987,12.228254975123042,86.64447171300333,10.551609929898174,8.028451320132865,12.458875005033615,2,22,7.42
E,Snow,S,CJU,GMP,703.3649741880085,30.54992763414957,0,1,1,19.10484515195293,13.448133286610068,109.65504726546187,-20.55751511235164,3.689949448399157,7.424095551106192,8,22,-7.42
B,Clear,S,CJU,TAE,672.1769572582683,10.21913610645118,0,1,0,18.08317461841047,8.433777733462783,87.27214282478303,-12.554764564962351,7.319098731118896,11.242092720906443,11,17,12.83
B,Rain,M,TAE,GMP,424.8295287655188,18.242897394190607,0,0,0,27.300981659017133,10.260828223077802,131.9105971085806,4.825256566435762,5.2447330067262845,-1.820380979430757,3,16,14.52
E,Fog,M,ICN,ICN,619.0880258364482,30.009728711716782,0,0,0,25.91834791360741,6.434750105934247,98.54728025144496,-20.15678798694157,9.126700087797664,22.593761500163755,7,22,16.71
C,Fog,M,CJU,TAE,329.5604948730809,13.079416846866586,0,0,0,16.5229166256868,8.377902368454272,101.83406067520114,6.3278316706115,7.12060274627271,6.32172357691955,10,12,-12.56
B,Clear,L,ICN,PUS,884.4228757197263,16.96844435372346,1,0,0,28.308446418313913,3.7419522718325298,186.5598885543113,8.674502288634589,6.323695422778091,18.627022872627116,1,5,10.33
C,Fog,M,GMP,GMP,512.6630979734357,17.56881119302126,0,0,0,19.247291960342373,5.5246960213589675,132.25840678878996,34.524281718221005,12.145935382950736,12.591372862444722,1,17,25.55
B,Clear,M,GMP,GMP,527.7899260326539,24.13110434112448,0,0,0,13.17151386154277,9.490277089602516,136.73195697362672,3.0304341723355055,5.358459463298545,13.462142807259324,10,21,4.41
E,Clear,M,GMP,ICN,537.9629056588394,24.64857556897115,1,0,0,17.884957291457237,10.616424371935812,157.4925559841717,1.9981562264193016,12.165913866127324,29.34663249158026,6,9,-5.08
C,Clear,L,GMP,CJU,638.9177416736921,14.446465455732024,0,1,0,30.609198636299197,7.855434665118257,111.23346657369852,12.464242474138484,9.062012495151762,28.331827808099856,4,16,12.18
B,Clear,L,ICN,GMP,779.2635513362728,22.55356581597286,0,0,0,22.110017269199712,13.55672814515886,175.9586176491019,14.686997424122977,1.8797082743437896,23.7967795768498,7,5,9.83
D,Clear,M,ICN,TAE,772.0907148839723,19.170118735468996,0,0,0,14.830604762168129,9.983493820363478,121.34251730141708,-12.5229899773594,9.007052743334114,22.553689733499255,8,20,-6.14
D,Clear,M,PUS,ICN,422.8628542702554,33.04628531458414,0,0,0,19.986251300884888,9.697586547929763,134.1921601636396,-11.537217582287091,9.880132909953932,25.256662905306925,3,16,-14.09
A,Clear,L,PUS,CJU,665.9486557028628,5.431633042284442,0,1,0,18.652143886111073,6.617761770233066,119.52824943880763,4.73136482315128,6.8410107096437045,27.504386785899747,1,14,-23.8
D,Clear,M,GMP,CJU,658.0384665407927,23.72269528432708,0,0,0,25.73354804943818,5.61737572307636,61.23678896174618,1.062306306382485,5.556391700096413,23.454295434672996,12,20,4.63
A,Clear,M,ICN,CJU,447.1761007688667,34.8222010793378,0,1,0,18.82057129871916,7.301165197365924,137.0003366563613,15.868309040809052,2.5492457785146003,11.009992580429532,3,21,-8.38
D,Snow,M,CJU,PUS,581.2048990403014,24.999986703098415,0,1,0,9.574089576431987,3.582974257167211,153.571892901258,2.745968115691436,5.8174372852063785,16.65051548170162,10,22,-1.53
B,Fog,M,TAE,CJU,865.7715496439952,17.74225735302719,0,1,1,24.79433083386668,7.098221031440832,137.71664072767322,16.128917278477424,10.830945164616402,15.877734549431793,1,6,17.28
C,Snow,M,ICN,CJU,412.144781178463,16.19026903093774,1,0,1,19.057387305037533,8.019458540075112,178.73902245943523,17.919264155897135,7.390910699126328,0.4715229263446197,2,20,11.2
D,Clear,L,CJU,PUS,468.6309624997023,11.40285065261778,0,0,0,25.790956071678934,13.713587419838838,106.5041561930459,20.28041667309048,8.144559432611207,16.436478597064486,6,11,-4.1
D,Snow,M,CJU,CJU,574.0089076244964,13.910768910936111,0,1,0,14.32249664034292,3.7115955863643264,107.54777145298364,23.225659156223724,7.97990540400429,31.523747925995245,6,16,14.36
D,Rain,M,CJU,CJU,775.7486486481033,7.701969686381702,0,0,0,16.959502726172733,11.393431796836737,141.5924674487893,1.3606826749869363,7.738827197333563,-0.6864779488596804,6,15,-10.19
C,Clear,L,GMP,PUS,269.96730618845953,7.698774690134068,0,0,0,18.791605412152805,1.0,115.1329453624446,5.985984688195654,5.776085041146704,14.58192710691113,7,20,-14.01
B,Clear,S,CJU,TAE,640.2084458506417,12.392392294037474,0,1,0,10.756447721265255,2.2548562650730775,171.9829967360191,30.802167713777187,13.957431445505222,25.345026933109413,3,17,-0.14
D,Clear,M,GMP,PUS,954.2329244382826,20.936961153583695,1,1,0,19.121121279216144,4.115494628928428,155.95300157493926,3.91807058322831,7.067676647824026,24.445288029469378,2,5,16.5
C,Fog,M,CJU,TAE,880.1039995300916,14.018934604241386,0,1,0,25.572352221571624,11.586044550886475,148.814185843594,7.399738378139181,7.0359148902474775,12.852038204677298,12,16,8.06
D,Clear,M,CJU,PUS,872.1939254403164,17.425163106620765,1,0,0,19.317934407048007,8.685076539308525,78.16314323819194,22.47919530249458,6.529063470769153,4.23300957961385,9,11,12.51
D,Rain,L,GMP,ICN,663.6300257511311,22.710524691798515,0,0,0,24.460302413034487,3.4508883910479744,148.51795636581133,-2.9494645242380764,8.495046063027045,1.1677666055591018,5,14,9.07
B,Clear,L,GMP,GMP,754.2466990061146,17.33882749385595,0,0,0,6.961291281912169,11.05743416452056,114.20513604131172,-1.1020716304969471,4.7128077341714585,-4.868955551178768,1,14,-5.0
A,Fog,L,CJU,CJU,646.4799418315291,6.426166903365526,0,0,0,15.092879411762402,10.275062574913743,113.90892377416982,37.29301351216036,7.397500836571248,11.556911191306227,5,16,-12.37
B,Rain,L,GMP,ICN,780.5619491080687,23.35711536916909,0,0,1,24.592038776446003,5.638745307316469,159.5880890041199,19.240029374134835,4.440400456909981,-0.6184390322302624,11,7,17.02
C,Fog,S,PUS,CJU,662.731400570402,18.23773760512685,0,1,0,19.4243632000379,4.458268818818839,35.0,11.181777796941482,8.44709112028732,30.70558335900635,10,16,2.79
C,Rain,M,CJU,GMP,456.51314335252795,16.41587314687102,0,0,0,18.26642446219954,8.811905839589144,122.14806811599117,6.6422496034827345,6.118973549372747,3.5771403358587044,10,12,-7.13
D,Fog,M,CJU,GMP,670.4769919714716,15.498324738139974,1,1,0,26.332199330465325,4.127448429987295,92.69526412800388,10.830535301339074,6.726819656393519,10.30346565356691,7,13,17.65
C,Clear,M,CJU,TAE,900.3545338960818,8.871312391274941,0,0,0,24.51983803714323,9.442797984396348,97.15473978293215,10.680351190686103,6.478313985668583,20.33634692247501,3,6,7.3
C,Clear,S,CJU,CJU,746.157023091749,7.693637020005642,0,0,0,,7.612330223632616,170.92841123548357,0.4980650755427046,6.215311251799864,18.317201592900293,3,15,10.35
B,Clear,S,GMP,CJU,527.4896242570649,24.438997021532128,0,1,1,5.015811260040563,6.744096188731603,162.52834554447037,-16.833551068333655,10.15097258198688,16.03726849362255,1,16,-18.01
E,Clear,M,TAE,ICN,850.2254536265474,25.96279608948969,0,0,0,14.08293222132616,12.090168903292412,112.13891684566856,-5.668077436354305,6.652615718195277,25.177978397291415,7,20,11.84
C,Rain,M,ICN,GMP,547.2755899030051,24.61100953443069,0,0,0,22.927035723626965,7.977216210432147,105.837355472394,16.633857558118276,7.682548038481718,28.856348827211768,1,11,23.87
C,Storm,M,ICN,CJU,600.475151082999,29.03043132612332,0,0,0,20.01658146791708,6.352337577585536,89.08812628304923,-2.720651773550223,11.504486482320685,17.326425538310822,9,15,-10.33
A,Rain,M,PUS,CJU,595.7873919473075,16.66930602951049,1,1,0,18.499300462862543,7.260405001250806,109.93720094425753,9.589573097788303,2.0026797586264173,15.022803034347724,4,7,19.04
A,Fog,S,GMP,ICN,706.4041182411412,27.8958424062088,0,0,0,13.447844754183196,12.864677132943612,49.23237691952165,-3.1657773733125616,8.003587749309723,28.524214717774143,8,23,9.84
E,Rain,L,GMP,GMP,516.0697306535961,27.26568201259922,0,0,0,15.370842487842438,4.067015112347696,120.86171990378628,-12.744190890449293,7.382929779050564,7.639309114777483,12,17,-8.78
A,Fog,M,GMP,PUS,797.3531339337594,6.673310084194757,1,0,0,25.137867959107552,13.462749022647328,104.84960678014936,-15.734577967145253,8.274364865267291,23.14935759947196,9,9,-0.01
A,Snow,S,PUS,GMP,535.5004217865999,20.364854919925072,0,0,0,7.383936176800536,11.4050914131734,68.3366788515076,-0.2847671087008275,11.40814653366655,26.92820539369722,1,21,-0.22
B,Rain,M,CJU,GMP,292.10561037455204,21.7286702948625,0,1,0,21.044623162712604,1.499295263492571,169.73783153463276,-12.75543263424289,6.654635379641351,4.825793293727138,2,23,6.18
