datetime,energy,temperature,humidity,is_weekend,is_holiday
2022-01-03 04:00:00,207.73,14.89,52.24,0,0
2022-01-03 05:00:00,218.98,12.12,64.83,0,0
2022-01-03 06:00:00,233.56,18.31,63.03,0,0
2022-01-03 07:00:00,236.44,13.13,64.51,0,0
2022-01-03 08:00:00,235.26,14.01,58.47,0,0
2022-01-03 09:00:00,245.74,16.39,63.38,0,0
2022-01-03 10:00:00,250.14,12.31,54.98,0,0
2022-01-03 11:00:00,258.17,14.97,58.78,0,0
2022-01-03 12:00:00,255.38,19.72,61.05,0,0
2022-01-03 13:00:00,253.15,16.81,56.39,0,0
2022-01-03 14:00:00,244.47,15.93,61.99,0,0
2022-01-03 15:00:00,239.08,16.19,55.19,0,0
2022-01-03 16:00:00,241.06,14.38,62.27,0,0
2022-01-03 17:00:00,241.87,21.55,69.65,0,0
2022-01-03 18:00:00,219.8,13.13,54.68,0,0
2022-01-03 19:00:00,219.43,16.21,60.86,0,0
2022-01-03 20:00:00,208.31,15.93,52.9,0,0
2022-01-03 21:00:00,198.75,18.62,56.84,0,0
2022-01-03 22:00:00,198.78,18.91,64.53,0,0
2022-01-03 23:00:00,198.46,15.51,58.88,0,0
2022-01-04 00:00:00,189.85,16.49,64.76,0,0
2022-01-04 01:00:00,198.47,16.61,62.84,0,0
2022-01-04 02:00:00,173.79,8.82,60.75,0,0
2022-01-04 03:00:00,196.9,10.88,55.94,0,0
2022-01-04 04:00:00,201.27,13.84,64.53,0,0
2022-01-04 05:00:00,206.16,13.98,62.64,0,0
2022-01-04 06:00:00,213.81,12.07,53.49,0,0
2022-01-04 07:00:00,215.32,17.93,56.32,0,0
2022-01-04 08:00:00,229.06,15.69,47.32,0,0
2022-01-04 09:00:00,,15.05,54.35,0,0
2022-01-04 10:00:00,244.42,11.94,59.62,0,0
2022-01-04 11:00:00,239.79,15.58,55.92,0,0
2022-01-04 12:00:00,232.62,7.84,57.06,0,0
2022-01-04 13:00:00,238.49,15.24,68.19,0,0
2022-01-04 14:00:00,242.57,15.93,66.39,0,0
2022-01-04 15:00:00,234.75,16.47,57.79,0,0
2022-01-04 16:00:00,219.37,11.06,65.24,0,0
2022-01-04 17:00:00,221.1,16.44,67.37,0,0
2022-01-04 18:00:00,207.68,12.65,64.4,0,0
2022-01-04 19:00:00,204.29,13.35,62.81,0,0
2022-01-04 20:00:00,191.84,17.95,66.83,0,0
2022-01-04 21:00:00,190.09,21.84,65.2,0,0
2022-01-04 22:00:00,179.78,15.96,55.3,0,0
2022-01-04 23:00:00,168.83,13.37,60.43,0,0
2022-01-05 00:00:00,178.52,16.39,58.63,0,0
2022-01-05 01:00:00,180.68,18.65,67.17,0,0
2022-01-05 02:00:00,181.16,17.71,58.52,0,0
2022-01-05 03:00:00,189.35,24.08,57.67,0,0
2022-01-05 04:00:00,180.9,13.71,66.58,0,0
2022-01-05 05:00:00,194.99,16.63,62.76,0,0
2022-01-05 06:00:00,205.82,20.52,72.04,0,0
2022-01-05 07:00:00,210.71,20.34,57.18,0,0
2022-01-05 08:00:00,212.5,10.04,58.91,0,0
2022-01-05 09:00:00,225.82,15.89,67.13,0,0
2022-01-05 10:00:00,241.19,20.37,55.14,0,0
2022-01-05 11:00:00,238.64,24.59,68.15,0,0
2022-01-05 12:00:00,234.49,18.04,55.53,0,0
2022-01-05 13:00:00,228.9,14.83,64.63,0,0
2022-01-05 14:00:00,214.83,12.92,52.38,0,0
2022-01-05 15:00:00,226.98,22.61,61.83,0,0
2022-01-05 16:00:00,217.34,18.15,54.77,0,0
2022-01-05 17:00:00,218.08,13.43,71.27,0,0
2022-01-05 18:00:00,198.34,15.37,56.29,0,0
2022-01-05 19:00:00,194.06,16.92,57.52,0,0
2022-01-05 20:00:00,185.5,17.63,64.36,0,0
2022-01-05 21:00:00,169.97,13.31,58.69,0,0
2022-01-05 22:00:00,177.28,14.17,65.21,0,0
2022-01-05 23:00:00,169.69,11.06,58.17,0,0
2022-01-06 00:00:00,175.2,19.15,57.8,0,0
2022-01-06 01:00:00,164.3,15.02,61.61,0,0
2022-01-06 02:00:00,180.72,17.45,55.68,0,0
2022-01-06 03:00:00,173.69,20.32,63.76,0,0
2022-01-06 04:00:00,186.92,16.73,66.18,0,0
2022-01-06 05:00:00,201.36,15.74,64.57,0,0
2022-01-06 06:00:00,193.95,16.66,65.04,0,0
2022-01-06 07:00:00,203.55,16.28,52.21,0,0
2022-01-06 08:00:00,217.0,19.84,59.54,0,0
2022-01-06 09:00:00,218.01,17.04,60.73,0,0
2022-01-06 10:00:00,215.58,14.48,69.15,0,0
2022-01-06 11:00:00,230.6,19.27,58.99,0,0
2022-01-06 12:00:00,226.53,19.83,50.4,0,0
2022-01-06 13:00:00,227.17,12.13,56.9,0,0
2022-01-06 14:00:00,224.26,20.75,58.63,0,0
2022-01-06 15:00:00,229.22,17.25,51.17,0,0
2022-01-06 16:00:00,211.36,17.02,66.81,0,0
2022-01-06 17:00:00,208.39,19.2,54.13,0,0
2022-01-06 18:00:00,202.77,14.48,64.22,0,0
2022-01-06 19:00:00,188.7,19.06,56.55,0,0
2022-01-06 20:00:00,185.84,15.07,69.56,0,0
2022-01-06 21:00:00,182.69,11.79,60.66,0,0
2022-01-06 22:00:00,164.82,13.23,59.66,0,0
2022-01-06 23:00:00,174.87,17.93,64.71,0,0
2022-01-07 00:00:00,170.95,13.4,57.04,0,0
2022-01-07 01:00:00,181.08,21.08,64.97,0,0
2022-01-07 02:00:00,173.36,19.82,59.7,0,0
2022-01-07 03:00:00,178.46,20.26,59.15,0,0
2022-01-07 04:00:00,191.4,16.65,61.7,0,0
2022-01-07 05:00:00,198.26,17.05,56.7,0,0
2022-01-07 06:00:00,202.75,12.71,61.21,0,0
2022-01-07 07:00:00,216.71,19.28,63.88,0,0
2022-01-07 08:00:00,217.8,17.45,50.65,0,0
2022-01-07 09:00:00,229.51,18.02,67.66,0,0
2022-01-07 10:00:00,237.76,21.39,66.3,0,0
2022-01-07 11:00:00,230.72,14.51,52.96,0,0
2022-01-07 12:00:00,246.3,15.96,52.2,0,0
2022-01-07 13:00:00,239.93,17.33,66.47,0,0
2022-01-07 14:00:00,226.11,13.55,66.1,0,0
2022-01-07 15:00:00,232.91,15.8,65.41,0,0
2022-01-07 16:00:00,220.72,17.85,55.17,0,0
2022-01-07 17:00:00,220.88,15.41,71.46,0,0
2022-01-07 18:00:00,219.45,20.32,58.56,0,0
2022-01-07 19:00:00,195.58,11.87,63.55,0,0
2022-01-07 20:00:00,204.15,19.78,63.62,0,0
2022-01-07 21:00:00,194.65,18.4,70.34,0,0
2022-01-07 22:00:00,189.54,14.72,63.02,0,0
2022-01-07 23:00:00,191.64,13.66,64.48,0,0
2022-01-08 00:00:00,157.7,10.2,62.03,1,0
2022-01-08 01:00:00,159.84,14.07,56.45,1,0
2022-01-08 02:00:00,167.15,19.6,50.85,1,0
2022-01-08 03:00:00,170.21,16.3,62.62,1,0
2022-01-08 04:00:00,183.61,19.97,55.41,1,0
2022-01-08 05:00:00,189.22,14.63,64.24,1,0
2022-01-08 06:00:00,200.41,18.62,63.25,1,0
2022-01-08 07:00:00,208.06,14.35,63.14,1,0
2022-01-08 08:00:00,211.18,13.61,57.27,1,0
2022-01-08 09:00:00,227.2,16.2,67.73,1,0
2022-01-08 10:00:00,222.58,14.53,64.93,1,0
2022-01-08 11:00:00,238.92,11.91,56.67,1,0
2022-01-08 12:00:00,233.26,16.0,72.93,1,0
2022-01-08 13:00:00,226.03,16.87,61.55,1,0
2022-01-08 14:00:00,225.25,20.37,55.94,1,0
2022-01-08 15:00:00,227.95,19.38,58.84,1,0
2022-01-08 16:00:00,219.36,20.24,55.1,1,0
2022-01-08 17:00:00,216.09,18.75,69.46,1,0
2022-01-08 18:00:00,206.64,17.59,68.07,1,0
2022-01-08 19:00:00,192.84,12.92,66.38,1,0
2022-01-08 20:00:00,185.48,17.06,65.46,1,0
2022-01-08 21:00:00,177.41,18.41,68.96,1,0
2022-01-08 22:00:00,180.45,21.0,61.52,1,0
2022-01-08 23:00:00,182.5,18.7,64.86,1,0
2022-01-09 00:00:00,179.97,20.37,58.7,1,0
2022-01-09 01:00:00,168.59,13.56,62.0,1,0
2022-01-09 02:00:00,180.71,15.69,65.03,1,0
2022-01-09 03:00:00,188.67,17.96,47.39,1,0
2022-01-09 04:00:00,190.6,20.16,59.71,1,0
2022-01-09 05:00:00,200.17,16.25,63.65,1,0
2022-01-09 06:00:00,207.87,16.45,62.45,1,0
2022-01-09 07:00:00,211.72,18.77,60.59,1,0
2022-01-09 08:00:00,222.34,13.34,65.81,1,0
2022-01-09 09:00:00,236.33,21.55,59.34,1,0
2022-01-09 10:00:00,237.93,14.1,56.79,1,0
2022-01-09 11:00:00,238.45,10.99,68.83,1,0
2022-01-09 12:00:00,232.09,16.78,68.14,1,0
2022-01-09 13:00:00,237.45,21.85,59.94,1,0
2022-01-09 14:00:00,239.15,18.53,62.61,1,0
2022-01-09 15:00:00,234.86,19.03,67.2,1,0
2022-01-09 16:00:00,227.01,16.91,63.2,1,0
2022-01-09 17:00:00,236.04,16.34,65.64,1,0
2022-01-09 18:00:00,208.55,12.17,65.38,1,0
2022-01-09 19:00:00,201.89,10.03,61.43,1,0
2022-01-09 20:00:00,199.62,17.41,65.61,1,0
2022-01-09 21:00:00,194.53,20.76,58.22,1,0
2022-01-09 22:00:00,182.55,17.87,65.03,1,0
2022-01-09 23:00:00,185.51,18.71,62.71,1,0
2022-01-10 00:00:00,199.03,21.6,61.29,0,0
2022-01-10 01:00:00,199.6,17.85,56.87,0,0
2022-01-10 02:00:00,200.12,16.5,63.78,0,0
2022-01-10 03:00:00,205.89,14.42,63.32,0,0
2022-01-10 04:00:00,229.9,22.95,58.95,0,0
2022-01-10 05:00:00,212.44,18.47,55.17,0,0
2022-01-10 06:00:00,229.22,14.07,54.95,0,0
2022-01-10 07:00:00,224.7,13.4,61.92,0,0
2022-01-10 08:00:00,243.2,20.68,64.73,0,0
2022-01-10 09:00:00,251.44,13.82,72.46,0,0
2022-01-10 10:00:00,257.73,22.5,63.0,0,0
2022-01-10 11:00:00,243.64,8.68,55.11,0,0
2022-01-10 12:00:00,256.17,21.22,62.22,0,0
2022-01-10 13:00:00,259.53,18.42,69.53,0,0
2022-01-10 14:00:00,248.24,17.33,59.87,0,0
2022-01-10 15:00:00,247.12,16.45,68.89,0,0
2022-01-10 16:00:00,244.62,22.66,64.19,0,0
2022-01-10 17:00:00,230.65,19.12,66.56,0,0
2022-01-10 18:00:00,232.58,14.3,72.63,0,0
2022-01-10 19:00:00,214.87,11.86,54.17,0,0
2022-01-10 20:00:00,198.44,17.55,67.85,0,0
2022-01-10 21:00:00,202.4,17.03,62.91,0,0
2022-01-10 22:00:00,189.28,12.48,58.65,0,0
2022-01-10 23:00:00,196.89,16.88,62.9,0,0
2022-01-11 00:00:00,185.91,15.33,71.88,0,0
2022-01-11 01:00:00,191.22,17.09,70.11,0,0
2022-01-11 02:00:00,198.53,19.25,53.44,0,0
2022-01-11 03:00:00,206.43,21.56,59.61,0,0
2022-01-11 04:00:00,200.39,19.82,68.19,0,0
2022-01-11 05:00:00,207.51,14.93,63.38,0,0
2022-01-11 06:00:00,216.66,18.21,63.41,0,0
2022-01-11 07:00:00,222.26,17.3,55.67,0,0
2022-01-11 08:00:00,237.7,13.13,59.8,0,0
2022-01-11 09:00:00,240.72,18.33,56.75,0,0
2022-01-11 10:00:00,240.11,22.71,55.29,0,0
2022-01-11 11:00:00,249.07,17.25,57.28,0,0
2022-01-11 12:00:00,251.66,12.37,58.94,0,0
2022-01-11 13:00:00,248.54,17.26,59.79,0,0
2022-01-11 14:00:00,229.25,13.53,59.4,0,0
2022-01-11 15:00:00,234.1,19.77,68.73,0,0
2022-01-11 16:00:00,235.28,18.77,59.1,0,0
2022-01-11 17:00:00,215.96,16.69,70.78,0,0
2022-01-11 18:00:00,213.03,16.21,61.25,0,0
2022-01-11 19:00:00,206.67,16.58,65.87,0,0
2022-01-11 20:00:00,190.93,17.25,66.05,0,0
2022-01-11 21:00:00,186.66,14.92,59.22,0,0
2022-01-11 22:00:00,163.99,13.08,62.08,0,0
2022-01-11 23:00:00,177.64,20.67,61.22,0,0
2022-01-12 00:00:00,176.32,16.1,65.61,0,0
2022-01-12 01:00:00,173.2,17.77,63.12,0,0
2022-01-12 02:00:00,190.4,18.13,60.03,0,0
2022-01-12 03:00:00,179.47,18.25,64.38,0,0
2022-01-12 04:00:00,186.59,13.77,65.5,0,0
2022-01-12 05:00:00,195.03,12.27,73.06,0,0
2022-01-12 06:00:00,211.52,15.54,64.17,0,0
2022-01-12 07:00:00,206.84,18.5,63.89,0,0
2022-01-12 08:00:00,223.97,15.14,66.0,0,0
2022-01-12 09:00:00,224.92,16.27,59.12,0,0
2022-01-12 10:00:00,230.31,23.73,55.25,0,0
2022-01-12 11:00:00,230.63,11.82,62.33,0,0
2022-01-12 12:00:00,232.6,15.09,69.27,0,0
2022-01-12 13:00:00,233.62,23.06,70.09,0,0
2022-01-12 14:00:00,229.0,17.24,54.54,0,0
2022-01-12 15:00:00,220.07,15.27,67.28,0,0
2022-01-12 16:00:00,220.58,20.9,53.04,0,0
2022-01-12 17:00:00,213.15,17.57,66.27,0,0
2022-01-12 18:00:00,208.8,16.37,65.98,0,0
2022-01-12 19:00:00,187.99,18.0,55.38,0,0
2022-01-12 20:00:00,195.36,15.45,69.01,0,0
2022-01-12 21:00:00,167.68,14.38,72.75,0,0
2022-01-12 22:00:00,173.92,17.1,63.73,0,0
2022-01-12 23:00:00,172.32,14.42,64.76,0,0
2022-01-13 00:00:00,172.09,17.49,71.46,0,0
2022-01-13 01:00:00,169.32,18.53,58.45,0,0
2022-01-13 02:00:00,175.5,20.04,58.59,0,0
2022-01-13 03:00:00,179.44,20.87,59.91,0,0
2022-01-13 04:00:00,181.45,16.28,64.31,0,0
2022-01-13 05:00:00,198.03,19.0,64.31,0,0
2022-01-13 06:00:00,203.32,18.99,61.38,0,0
2022-01-13 07:00:00,205.46,18.5,62.66,0,0
2022-01-13 08:00:00,218.76,16.09,61.48,0,0
2022-01-13 09:00:00,220.76,14.45,61.73,0,0
2022-01-13 10:00:00,231.81,19.05,60.36,0,0
2022-01-13 11:00:00,228.7,12.43,60.41,0,0
2022-01-13 12:00:00,226.01,16.76,54.22,0,0
2022-01-13 13:00:00,220.99,9.91,63.12,0,0
2022-01-13 14:00:00,227.62,13.57,54.47,0,0
2022-01-13 15:00:00,223.46,14.96,68.02,0,0
2022-01-13 16:00:00,219.03,20.89,61.48,0,0
2022-01-13 17:00:00,211.73,19.67,63.69,0,0
2022-01-13 18:00:00,207.03,15.95,62.44,0,0
2022-01-13 19:00:00,193.27,19.81,63.1,0,0
2022-01-13 20:00:00,192.39,20.29,70.65,0,0
2022-01-13 21:00:00,180.21,17.16,57.59,0,0
2022-01-13 22:00:00,172.75,13.49,56.24,0,0
2022-01-13 23:00:00,179.49,17.03,64.97,0,0
2022-01-14 00:00:00,177.72,17.37,61.9,0,0
2022-01-14 01:00:00,176.33,13.97,66.19,0,0
2022-01-14 02:00:00,186.01,18.78,67.99,0,0
2022-01-14 03:00:00,184.55,18.53,58.89,0,0
2022-01-14 04:00:00,194.88,19.03,67.45,0,0
2022-01-14 05:00:00,197.18,18.54,59.34,0,0
2022-01-14 06:00:00,209.64,19.9,64.83,0,0
2022-01-14 07:00:00,213.41,17.18,58.29,0,0
2022-01-14 08:00:00,223.16,18.34,65.15,0,0
2022-01-14 09:00:00,230.91,16.55,64.4,0,0
2022-01-14 10:00:00,228.65,15.99,59.0,0,0
2022-01-14 11:00:00,251.32,21.77,57.73,0,0
2022-01-14 12:00:00,229.25,11.63,68.29,0,0
2022-01-14 13:00:00,234.71,20.4,62.29,0,0
2022-01-14 14:00:00,240.51,15.92,69.63,0,0
2022-01-14 15:00:00,234.14,15.54,61.86,0,0
2022-01-14 16:00:00,230.06,18.58,71.1,0,0
2022-01-14 17:00:00,219.2,13.34,59.86,0,0
2022-01-14 18:00:00,210.4,15.37,71.98,0,0
2022-01-14 19:00:00,198.69,15.27,65.5,0,0
2022-01-14 20:00:00,198.39,17.17,66.64,0,0
2022-01-14 21:00:00,187.58,15.43,59.64,0,0
2022-01-14 22:00:00,197.42,22.65,68.32,0,0
2022-01-14 23:00:00,189.85,23.25,68.5,0,0
2022-01-15 00:00:00,156.85,11.8,63.07,1,0
2022-01-15 01:00:00,167.12,19.51,54.04,1,0
2022-01-15 02:00:00,175.11,20.46,59.15,1,0
2022-01-15 03:00:00,174.81,19.52,59.17,1,0
2022-01-15 04:00:00,177.42,15.92,66.99,1,0
2022-01-15 05:00:00,191.54,17.17,62.43,1,0
2022-01-15 06:00:00,198.66,15.67,62.54,1,0
2022-01-15 07:00:00,204.01,16.66,61.95,1,0
2022-01-15 08:00:00,210.08,14.3,72.14,1,0
2022-01-15 09:00:00,222.98,17.59,65.04,1,0
2022-01-15 10:00:00,216.55,13.44,65.81,1,0
2022-01-15 11:00:00,223.41,17.36,61.74,1,0
2022-01-15 12:00:00,225.88,14.22,64.7,1,0
2022-01-15 13:00:00,231.39,18.59,59.98,1,0
2022-01-15 14:00:00,229.39,15.94,66.59,1,0
2022-01-15 15:00:00,233.26,18.86,59.15,1,0
2022-01-15 16:00:00,226.34,21.24,68.62,1,0
2022-01-15 17:00:00,215.7,22.77,61.24,1,0
2022-01-15 18:00:00,199.22,10.43,69.67,1,0
2022-01-15 19:00:00,191.04,15.52,74.47,1,0
2022-01-15 20:00:00,190.43,17.12,64.96,1,0
2022-01-15 21:00:00,185.12,19.42,71.52,1,0
2022-01-15 22:00:00,178.74,13.1,68.73,1,0
2022-01-15 23:00:00,171.98,15.11,57.82,1,0
2022-01-16 00:00:00,180.73,18.46,65.55,1,0
2022-01-16 01:00:00,187.07,18.33,67.52,1,0
2022-01-16 02:00:00,182.89,19.21,68.01,1,0
2022-01-16 03:00:00,190.69,19.42,65.93,1,0
2022-01-16 04:00:00,198.39,19.11,65.88,1,0
2022-01-16 05:00:00,200.11,18.69,65.09,1,0
2022-01-16 06:00:00,210.93,18.28,65.74,1,0
2022-01-16 07:00:00,219.35,20.12,58.97,1,0
2022-01-16 08:00:00,220.26,11.41,63.92,1,0
2022-01-16 09:00:00,231.41,22.77,57.85,1,0
2022-01-16 10:00:00,231.35,11.53,62.64,1,0
2022-01-16 11:00:00,239.59,14.92,62.18,1,0
2022-01-16 12:00:00,247.57,17.48,61.88,1,0
2022-01-16 13:00:00,246.37,20.19,59.9,1,0
2022-01-16 14:00:00,240.64,9.19,66.52,1,0
2022-01-16 15:00:00,228.48,18.1,63.6,1,0
2022-01-16 16:00:00,232.5,20.57,63.1,1,0
2022-01-16 17:00:00,222.34,21.19,58.17,1,0
2022-01-16 18:00:00,220.57,16.12,63.74,1,0
2022-01-16 19:00:00,198.77,17.32,70.97,1,0
2022-01-16 20:00:00,190.6,16.38,71.05,1,0
2022-01-16 21:00:00,186.08,17.06,67.13,1,0
2022-01-16 22:00:00,172.1,15.15,63.8,1,0
2022-01-16 23:00:00,177.35,15.59,68.08,1,0
2022-01-17 00:00:00,198.24,19.57,61.96,0,0
2022-01-17 01:00:00,202.95,18.67,63.82,0,0
2022-01-17 02:00:00,207.63,19.75,61.61,0,0
2022-01-17 03:00:00,219.24,18.93,69.88,0,0
2022-01-17 04:00:00,221.81,20.41,69.25,0,0
2022-01-17 05:00:00,221.63,20.94,65.19,0,0
2022-01-17 06:00:00,221.27,13.09,74.03,0,0
2022-01-17 07:00:00,237.88,15.76,67.45,0,0
2022-01-17 08:00:00,237.29,17.64,67.18,0,0
2022-01-17 09:00:00,259.48,18.27,66.66,0,0
2022-01-17 10:00:00,259.14,16.34,59.11,0,0
2022-01-17 11:00:00,257.38,21.09,60.96,0,0
2022-01-17 12:00:00,254.41,24.3,65.17,0,0
2022-01-17 13:00:00,264.07,18.93,65.23,0,0
2022-01-17 14:00:00,253.13,18.63,68.42,0,0
2022-01-17 15:00:00,256.58,20.94,62.14,0,0
2022-01-17 16:00:00,229.3,12.8,65.85,0,0
2022-01-17 17:00:00,231.17,18.49,65.95,0,0
2022-01-17 18:00:00,228.29,21.35,66.16,0,0
2022-01-17 19:00:00,216.41,16.49,65.61,0,0
2022-01-17 20:00:00,204.84,14.75,58.52,0,0
2022-01-17 21:00:00,206.03,17.88,54.25,0,0
2022-01-17 22:00:00,192.65,18.26,60.86,0,0
2022-01-17 23:00:00,191.76,15.73,62.92,0,0
2022-01-18 00:00:00,198.77,24.75,59.7,0,0
2022-01-18 01:00:00,195.09,17.03,65.33,0,0
2022-01-18 02:00:00,196.94,15.02,71.07,0,0
2022-01-18 03:00:00,194.56,18.21,69.26,0,0
2022-01-18 04:00:00,200.61,21.22,67.97,0,0
2022-01-18 05:00:00,219.24,18.56,70.58,0,0
2022-01-18 06:00:00,222.86,19.97,61.04,0,0
2022-01-18 07:00:00,221.43,15.9,63.39,0,0
2022-01-18 08:00:00,245.28,22.99,68.76,0,0
2022-01-18 09:00:00,241.55,20.22,63.33,0,0
2022-01-18 10:00:00,252.26,21.69,63.61,0,0
2022-01-18 11:00:00,247.51,19.65,75.04,0,0
2022-01-18 12:00:00,259.05,21.04,66.21,0,0
2022-01-18 13:00:00,251.88,15.95,74.57,0,0
2022-01-18 14:00:00,239.22,17.1,56.64,0,0
2022-01-18 15:00:00,244.42,22.62,62.62,0,0
2022-01-18 16:00:00,236.55,23.27,67.83,0,0
2022-01-18 17:00:00,225.89,15.16,66.26,0,0
2022-01-18 18:00:00,209.27,19.36,55.53,0,0
2022-01-18 19:00:00,207.59,17.33,64.67,0,0
2022-01-18 20:00:00,201.05,16.54,78.2,0,0
2022-01-18 21:00:00,182.59,19.49,67.08,0,0
2022-01-18 22:00:00,182.24,22.07,68.88,0,0
2022-01-18 23:00:00,172.8,20.01,62.65,0,0
2022-01-19 00:00:00,178.28,17.7,67.09,0,0
2022-01-19 01:00:00,185.75,20.21,65.83,0,0
2022-01-19 02:00:00,190.09,17.6,71.5,0,0
2022-01-19 03:00:00,189.1,19.92,71.35,0,0
2022-01-19 04:00:00,204.99,22.88,67.96,0,0
2022-01-19 05:00:00,188.4,12.47,66.29,0,0
2022-01-19 06:00:00,201.01,21.1,57.55,0,0
2022-01-19 07:00:00,210.99,14.1,57.39,0,0
2022-01-19 08:00:00,226.65,22.41,66.38,0,0
2022-01-19 09:00:00,225.91,16.82,70.36,0,0
2022-01-19 10:00:00,218.74,15.09,72.65,0,0
2022-01-19 11:00:00,235.85,20.83,61.56,0,0
2022-01-19 12:00:00,229.66,19.85,58.47,0,0
2022-01-19 13:00:00,234.9,15.77,70.69,0,0
2022-01-19 14:00:00,229.47,15.01,61.97,0,0
2022-01-19 15:00:00,220.43,18.22,58.17,0,0
2022-01-19 16:00:00,213.63,15.18,63.6,0,0
2022-01-19 17:00:00,203.75,15.61,63.52,0,0
2022-01-19 18:00:00,203.55,19.15,72.69,0,0
2022-01-19 19:00:00,198.06,15.92,70.43,0,0
2022-01-19 20:00:00,184.25,20.1,62.42,0,0
2022-01-19 21:00:00,187.86,23.3,73.11,0,0
2022-01-19 22:00:00,173.82,18.39,66.76,0,0
2022-01-19 23:00:00,170.04,19.24,71.45,0,0
2022-01-20 00:00:00,176.85,24.91,72.79,0,0
2022-01-20 01:00:00,165.43,15.3,64.86,0,0
2022-01-20 02:00:00,176.47,22.45,69.04,0,0
2022-01-20 03:00:00,177.66,22.09,64.16,0,0
2022-01-20 04:00:00,199.13,21.45,70.85,0,0
2022-01-20 05:00:00,197.74,22.77,66.67,0,0
2022-01-20 06:00:00,199.41,19.75,71.03,0,0
2022-01-20 07:00:00,209.69,17.16,73.86,0,0
2022-01-20 08:00:00,219.36,22.2,68.98,0,0
2022-01-20 09:00:00,225.19,22.33,65.79,0,0
2022-01-20 10:00:00,234.15,22.25,65.89,0,0
2022-01-20 11:00:00,235.42,19.08,51.5,0,0
2022-01-20 12:00:00,228.3,16.8,62.73,0,0
2022-01-20 13:00:00,229.38,19.54,70.97,0,0
2022-01-20 14:00:00,229.85,21.8,71.17,0,0
2022-01-20 15:00:00,215.34,22.05,62.65,0,0
2022-01-20 16:00:00,209.77,17.7,67.16,0,0
2022-01-20 17:00:00,218.96,19.94,65.4,0,0
2022-01-20 18:00:00,208.94,15.08,69.81,0,0
2022-01-20 19:00:00,197.47,21.96,77.42,0,0
2022-01-20 20:00:00,190.4,16.67,69.93,0,0
2022-01-20 21:00:00,186.93,21.38,63.04,0,0
2022-01-20 22:00:00,191.67,15.59,66.01,0,0
2022-01-20 23:00:00,184.45,22.14,73.43,0,0
2022-01-21 00:00:00,175.84,20.02,59.38,0,0
